,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",14.40(0.55),98.17(0.07),94.66(0.30),92.09(0.39),93.97(0.25),42.55(1.42)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),42.93(0.54)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",419.60(19.55),46.62(2.49),17.26(0.90),6.44(0.10),27.91(1.19),42.48(0.27)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",159.00(49.77),79.77(6.33),57.86(1.12),23.68(6.87),61.21(3.69),42.84(0.69)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",89.60(2.07),88.60(0.26),nan(nan),nan(nan),49.74(0.15),41.97(0.42)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),42.86(0.15)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),42.52(0.39)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",86.60(0.55),88.98(0.07),nan(nan),nan(nan),49.96(0.04),41.48(0.39)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.51(0.05)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.62(0.14)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",86.60(0.55),88.98(0.07),nan(nan),nan(nan),49.96(0.04),43.11(0.43)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),43.48(0.31)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),43.28(0.36)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",86.60(0.55),88.98(0.07),nan(nan),nan(nan),49.96(0.04),42.93(0.32)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),27.86(2.22),7.04(0.19),50.00(0.00),42.82(0.67)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",13.80(0.84),98.24(0.11),93.69(0.03),91.53(0.08),93.91(0.06),42.96(0.42)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",87.00(1.00),88.93(0.13),nan(nan),nan(nan),49.93(0.07),42.07(0.61)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",416.40(4.56),47.02(0.58),16.83(2.22),6.37(0.11),28.44(0.23),42.71(0.30)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",174.60(47.40),77.79(6.03),50.49(1.50),14.50(3.79),54.28(3.37),42.73(0.78)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",90.20(1.10),88.52(0.14),nan(nan),nan(nan),49.70(0.08),42.33(0.44)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",123.00(18.93),84.35(2.41),60.18(4.45),25.21(3.19),65.61(1.37),41.62(0.23)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",303.40(30.66),61.40(3.90),50.03(2.91),14.10(2.89),52.32(3.62),43.39(1.18)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",90.20(1.48),88.52(0.19),nan(nan),nan(nan),49.70(0.11),44.39(0.83)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),91.97(0.23),62.84(0.75),50.00(0.00),35.64(0.25)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",16.80(0.45),97.86(0.06),96.77(0.10),94.56(0.21),91.76(0.26),43.81(1.89)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),41.29(4.51)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),32.97(1.84),7.53(0.21),50.00(0.00),43.91(3.17)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",14.00(0.71),98.22(0.09),94.65(0.31),92.08(0.40),94.00(0.27),43.14(2.89)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),44.26(0.68)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",416.60(14.36),47.00(1.83),17.25(0.66),6.49(0.06),28.02(0.96),45.82(1.00)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",148.60(54.98),81.09(6.99),58.48(1.94),24.88(6.06),61.54(3.84),42.67(3.89)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",89.60(2.07),88.60(0.26),nan(nan),nan(nan),49.74(0.15),40.76(4.34)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),45.85(0.45)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),42.78(2.53)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),43.34(2.51)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),41.99(4.93)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),38.32(2.39)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),41.01(0.83)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),41.66(1.54)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),44.13(1.70)
"{'T': 16, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),38.46(1.95)
