,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",270.40(0.89),64.79(0.12),nan(nan),nan(nan),50.09(0.16),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",437.80(13.90),42.99(1.81),48.88(1.36),35.45(0.70),47.94(1.33),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",383.20(11.12),50.10(1.45),49.42(1.30),36.02(1.03),49.49(1.76),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",269.20(1.10),64.95(0.14),nan(nan),nan(nan),50.11(0.06),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",323.60(14.29),57.86(1.86),48.33(2.59),37.37(2.48),50.17(1.61),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",315.80(18.55),58.88(2.42),48.02(2.02),36.65(1.45),50.15(1.02),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",268.20(2.49),65.08(0.32),nan(nan),nan(nan),50.22(0.38),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",312.40(12.28),59.32(1.60),48.17(2.04),37.06(1.75),50.34(1.27),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",311.60(14.72),59.43(1.92),48.18(1.47),36.52(1.25),50.33(0.49),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",268.20(2.49),65.08(0.32),nan(nan),nan(nan),50.22(0.38),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",363.20(3.56),52.71(0.46),48.70(0.73),35.46(0.46),49.78(0.77),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",371.20(7.98),51.67(1.04),48.17(1.88),35.67(1.39),48.68(1.05),0.18(0.00)
